sample	num_seqs	sum_len	min_len	avg_len	max_len	N50	N50_num	GC(%)	nReads	Shannon index	Viral_Count	Viral_Min_len	Viral_Max_len	Viral_Mean_len	Viral_Total_len	Viral_N50_len	Continent	Country
ERR2241932	1985141	1479575899	200	745.3	205971	845	13198	42.59	203904377	7.12958	3208	5000	118149	9383.38	30101899	9368	Europe	Denmark
ERR2241933	537649	494427225	200	919.6	750200	1231	9560	49.24	186202618	5.10244	707	5005	193473	13076.39	9245005	16504	Europe	Denmark
ERR2241934	1896667	1412464333	200	744.7	204768	854	12957	41.75	196902657	7.45837	4108	5000	150074	9929.46	40790206	10354	Europe	Denmark
ERR2241935	375564	335133831	200	892.3	362714	1130	8230	48.63	133312002	5.22202	633	5000	226766	11518.62	7291285	12650	Europe	Denmark
ERR2241936	2590181	1984759843	200	766.3	281426	912	16615	43.31	321429017	7.4204	3942	5000	153495	10320.9	40684991	11135	Europe	Denmark
ERR2241937	654831	575979697	200	879.6	493237	1103	10035	49.02	172536041	5.34204	937	5003	166410	13221.53	12388575	16271	Europe	Denmark
ERR2241938	1641306	1259552333	200	767.4	253745	879	12585	43.33	185080564	6.19299	3410	5000	156832	9856.21	33609664	10168	Europe	Denmark
ERR2241939	426195	430253626	200	1009.5	1032161	1454	9161	48.08	161750640	4.6061	778	5006	164843	13679.7	10642809	17401	Europe	Denmark
ERR2241940	1823845	1392648414	200	763.6	211382	867	12953	42.69	192022560	6.7334	4146	5000	185598	10101.93	41882620	10339	Europe	Denmark
ERR2241941	362474	301080484	200	830.6	355083	1012	7942	49.92	159601306	4.82818	565	5003	261253	13997.54	7908608	19449	Europe	Denmark
ERR2241942	1523805	1119809087	200	734.9	124583	821	11417	42.1	165550815	6.9877	3967	5000	120214	9537.96	37837103	9633	Europe	Denmark
ERR2241943	375490	348339486	200	927.7	443542	1225	8785	50.36	153448743	4.85707	570	5013	138609	13826.61	7881166	17882	Europe	Denmark
ERR2241944	1652116	1263425015	200	764.7	168901	878	12392	43.56	181105841	6.45258	3081	5000	119116	9173.26	28262812	9183	Europe	Denmark
ERR2241945	439429	360956506	200	821.4	587445	953	7913	49.38	179363398	4.38646	544	5000	241101	13731.18	7469761	16412	Europe	Denmark
ERR2241946	1381621	1037732220	200	751.1	169130	838	11605	44.1	153784662	5.76806	2386	5000	149496	9487.88	22638073	9488	Europe	Denmark
ERR2241947	800390	569502823	200	711.5	139621	767	8513	44.46	87541429	4.8542	242	5016	109935	8529.55	2064152	7959	Europe	Bulgaria
ERR2241948	1100365	887259459	200	806.3	212754	999	12291	44.44	163001184	5.50895	601	5001	45338	8133.68	4888344	7842	Europe	Bulgaria
ERR2241949	966419	738824929	200	764.5	238041	881	10129	43.76	112821130	5.4389	492	5004	60454	8790.04	4324702	8244	Europe	Bulgaria
ERR2241950	541693	498043990	200	919.4	923171	1273	10019	49.42	149453651	4.90985	868	5002	170971	13039.99	11318709	15906	Europe	Bulgaria
ERR2241951	746685	514565035	200	689.1	158352	719	8133	44.37	78282971	4.95004	259	5002	97440	10204.22	2642894	10654	Europe	Bulgaria
ERR2241952	318847	238900621	200	749.3	208621	797	7327	46.31	228802969	4.53744	552	5006	141484	11182.18	6172563	12273	Europe	Bulgaria
ERR2241953	390137	379609978	200	973.0	418717	1606	9511	40.91	150996825	5.66968	743	5002	244018	12334.25	9164347	14672	Europe	Bulgaria
ERR2241954	458361	357430802	200	779.8	498652	878	8202	48.19	149662387	4.72025	935	5002	102990	12459.6	11649725	14920	Europe	Bulgaria
ERR2241955	264086	187381863	200	709.5	239328	1019	6555	49.64	190093649	4.5392	625	5000	239328	11786.4	7366501	13783	Europe	Bulgaria
ERR2241956	300370	244820518	200	815.1	215807	1026	7088	52.2	208407623	4.82427	566	5001	172749	13199.55	7470947	16312	Europe	Bulgaria
ERR2241957	458410	351405739	200	766.6	352356	893	7992	49.45	180307449	4.83475	605	5005	199085	12660.45	7659575	14848	Europe	Bulgaria
ERR2241958	371599	283025550	200	761.6	394545	854	7251	44.68	41765115	4.73078	207	5005	57302	9025.7	1868319	8848	Europe	Bulgaria
ERR2241959	1272328	909520104	200	714.8	141396	777	9466	40.75	117776858	7.12814	2496	5000	112539	9643.73	24070749	10046	Europe	Bulgaria
ERR2241960	631492	459794328	200	728.1	285286	793	8262	43.65	67940294	5.3908	452	5006	100786	9587.9	4333729	9684	Europe	Bulgaria
ERR2241961	1098115	825834925	200	752.0	195745	856	10384	44.1	116135872	5.90317	747	5005	130393	9460.06	7066666	9691	Europe	Bulgaria
ERR2241962	1082049	897636968	200	829.6	371057	998	12052	44.82	125203629	5.91484	797	5012	146925	10877.75	8669564	12107	Europe	Bulgaria
ERR2241963	839450	648193426	200	772.2	174387	893	9788	44.83	87927818	5.6601	448	5000	72702	9829.1	4403439	10080	Europe	Bulgaria
ERR2241964	435121	411880734	200	946.6	270330	1338	9525	45.4	64171691	5.20196	494	5001	171996	14128.46	6979457	18800	Europe	Bulgaria
ERR2241965	736203	552735624	200	750.8	244943	840	8989	43.74	80249360	5.42555	527	5003	74575	8523.23	4491743	8256	Europe	Bulgaria
ERR2241966	748151	656875458	200	878.0	188365	1100	11066	44.77	96911551	5.97342	898	5004	188365	13804.73	12396650	17976	Europe	Bulgaria
ERR2241967	948660	721372123	200	760.4	147664	850	9751	43.41	99611409	5.68706	518	5002	99841	11051.62	5724738	11928	Europe	Bulgaria
ERR2241968	1200946	1024273497	200	852.9	543520	1059	13123	44.05	196152327	6.19682	1245	5005	145153	11628.81	14477865	12916	Europe	Bulgaria
ERR2241969	573328	427532548	200	745.7	156716	821	7625	44.18	56366247	5.34722	406	5012	65536	10990.13	4461991	11966	Europe	Bulgaria
ERR2241970	561628	405270414	200	721.6	197461	782	7660	42.38	76752502	5.32487	604	5003	162307	10276.58	6207056	10831	Europe	Bulgaria
ERR2241971	492963	440386570	200	893.3	498061	1209	9566	49.25	181063109	5.5025	728	5013	241450	13120.13	9551458	16564	Europe	Bulgaria
ERR2241972	397335	285494315	200	718.5	268409	734	7575	46.01	184781985	4.52411	494	5014	177318	12224.55	6038930	13913	Europe	Bulgaria
ERR2241973	701720	410411844	200	584.9	46816	592	4442	44.59	57445954	0.292983	33	5028	12311	6395.67	211057	6122	Europe	Bulgaria
ERR2241974	384057	203217606	200	529.1	26066	517	2967	46.26	29930782	2.31379	12	5042	14851	6987.5	83850	6568	Europe	Bulgaria
ERR2241975	435232	260829725	200	599.3	73234	598	4527	47.67	42086268	2.70383	19	5091	11199	6687.16	127056	6780	Europe	Bulgaria
ERR2241977	467997	392493767	200	838.7	578292	1033	8274	47.07	190000591	4.98261	629	5003	174460	12349.39	7767765	14919	Europe	Bulgaria
ERR2241978	188691	124189366	200	658.2	238051	686	5092	48.35	167639356	4.1263	368	5010	238051	13972.58	5141909	16485	Europe	Bulgaria
ERR2241979	350464	266261571	200	759.7	457080	822	6663	48.82	149296751	4.11933	429	5027	94398	12347.16	5296933	14523	Europe	Bulgaria
ERR2241980	770388	633282340	200	822.0	478129	991	10530	49.64	151593970	5.59172	952	5005	110837	12034.84	11457166	14338	Europe	Bulgaria
ERR2241981	178361	176767799	200	991.1	279903	1521	6360	46.99	153055332	4.31823	344	5007	85974	11299.17	3886913	12845	Europe	Bulgaria
ERR2241982	377861	332889666	200	881.0	454183	1446	8874	46.77	182747229	4.98368	866	5008	140858	12591.16	10903944	15765	Europe	Bulgaria
ERR2241983	481116	461401824	200	959.0	1103934	1429	9773	45.04	154635470	5.23379	737	5001	146211	13102.33	9656414	16597	Europe	Bulgaria
ERR2241984	284747	250181378	200	878.6	336836	1087	7029	45.62	141821220	4.56576	478	5008	151477	13894.48	6641563	17451	Europe	Bulgaria
ERR2241985	314089	280126341	200	891.9	353236	1246	7642	48.31	150556505	4.7701	676	5011	163411	12977.01	8772460	15305	Europe	Bulgaria
ERR2241986	354312	345449377	200	975.0	1335298	1631	8875	48.02	174929064	4.56329	831	5000	260962	12010.07	9980365	14617	Europe	Bulgaria
ERR2244943	1153910	892287449	200	773.3	167596	895	11387	44.04	127099298	6.02052	1183	5001	120830	9635.63	11398951	9769	Europe	Netherlands
ERR2245331	1030729	801143538	200	777.3	152257	906	10923	44.12	125637668	5.94794	1082	5000	120649	9643.31	10434057	9897	Europe	Netherlands
ERR2245443	1116130	901285500	200	807.5	183208	981	11463	44.57	123821272	6.46222	1278	5003	148021	10184.03	13015189	10567	Europe	Netherlands
ERR2245444	1263474	962831212	200	762.1	163779	877	11945	44.04	141475914	6.52104	1706	5000	163779	9958.97	16989999	10275	Europe	Netherlands
ERR2245445	1325564	1080144756	200	814.9	317806	1008	13113	44.59	172621639	6.74009	1990	5001	168058	9843.02	19587612	10203	Europe	Netherlands
ERR2245446	1118124	810744357	200	725.1	172107	789	10312	44.73	113322850	5.77375	880	5002	116342	9184.65	8082496	9419	Europe	Netherlands
ERR2245447	1023467	792476229	200	774.3	369263	896	11149	43.86	120361443	6.2856	1314	5001	146005	10130.9	13312004	10140	Europe	Netherlands
ERR2245448	1625630	1224218132	200	753.1	158795	893	13023	45.28	187655582	6.43706	1410	5002	158795	9068.66	12786813	9064	Europe	Netherlands
ERR2245449	1224253	922874655	200	753.8	147070	866	11569	44.55	141764613	6.16308	1216	5002	147070	9842.09	11967983	9947	Europe	Netherlands
ERR2245450	1493591	1171125057	200	784.1	196094	935	13428	44.21	187392431	6.93358	2430	5001	196094	10685.05	25964660	11347	Europe	Netherlands
ERR2245451	1238331	962613935	200	777.3	261367	927	12248	44.17	146205932	6.59565	1878	5000	157997	10003.08	18785792	10299	Europe	Netherlands
ERR2245452	1101939	848978967	200	770.4	230668	908	11540	44.52	143089889	6.1913	1083	5008	86959	9030.84	9780400	8769	Europe	Netherlands
ERR2245454	1163660	856258719	200	735.8	197299	798	10283	46.11	105170105	3.57428	797	5003	95978	9742.11	7764464	10030	Europe	Germany
ERR2245455	766604	645398154	200	841.9	891010	1050	11062	51.87	707286344	4.17265	714	5000	237673	12969.03	9259890	15311	Europe	Germany
ERR2245456	1074922	762864826	200	709.7	300991	758	9057	46.12	97491861	5.1524	707	5000	122837	9352.66	6612328	9289	Europe	Spain
ERR2245457	1028960	784636537	200	762.6	189188	865	10983	45.2	113056324	5.68953	760	5003	74237	9365.51	7117790	9426	Europe	Belgium
ERR2245458	921589	729593616	200	791.7	332422	926	11012	44.7	109447498	6.09397	913	5003	146509	10541.75	9624619	11006	Europe	Belgium
ERR2245459	1534478	1152893238	200	751.3	249614	868	12726	44.46	179455810	6.60311	1782	5001	249614	9677.49	17245295	9945	Europe	Belgium
ERR2245460	1610295	1272263511	200	790.1	278742	970	13641	44.33	197320889	6.33605	1402	5000	195895	10199.73	14300021	10384	Europe	Belgium
ERR2245461	1459466	1090949642	200	747.5	172313	868	11489	42.92	144842082	6.38301	1529	5000	96264	9682.45	14804470	9829	Europe	Belgium
ERR2245462	1498958	1108712485	200	739.7	182074	857	12526	44.93	166122610	5.80111	590	5000	48542	9056.15	5343131	9068	Europe	Belgium
ERR2245463	952584	736938064	200	773.6	182553	895	10780	44.88	102562272	5.7199	784	5005	83925	9430.53	7393536	9552	Europe	Belgium
ERR2245464	1221454	990606400	200	811.0	180890	998	12693	45.53	168050163	6.01243	1028	5002	153234	10079.39	10361615	10243	Europe	Belgium
ERR2245465	1312483	1017525937	200	775.3	316741	902	12537	46.69	157040267	5.6854	783	5006	55711	9023.73	7065577	9038	Europe	Belgium
ERR2245466	1443279	1081242303	200	749.2	192730	863	12219	44.79	157891722	6.15873	1174	5013	98014	9739.65	11434345	9907	Europe	Belgium
ERR2245467	939146	693945279	200	738.9	171608	815	9497	44.76	102088728	5.44332	605	5010	46925	8808.12	5328912	8785	Europe	Belgium
ERR2245468	1279529	950518180	200	742.9	191325	836	11543	46.59	141515310	5.35808	560	5000	86308	9271.89	5192259	9018	Europe	Italy
ERR2245469	872114	660603158	200	757.5	213707	848	9794	45.75	103750079	4.93463	373	5011	47781	8688.6	3240849	8682	Europe	Italy
ERR2245470	1162994	834872584	200	717.9	220570	785	10288	45.3	109039394	5.48314	537	5008	60094	8814.75	4733523	8654	Europe	Italy
ERR2245471	1245188	959639826	200	770.7	176680	921	11985	45.57	138913753	5.45119	655	5000	48356	8444.17	5530933	8340	Europe	Italy
ERR2245472	1437941	1036930651	200	721.1	197526	803	10989	43.99	138698606	6.16508	1250	5003	74569	8645.14	10806424	8432	Europe	Italy
ERR2245473	1223901	887072658	200	724.8	221343	787	10506	44.08	125822148	6.16031	1083	5003	114654	8986.63	9732522	8770	Europe	Italy
ERR2245474	912132	677932180	200	743.2	117977	838	9666	45.49	96737986	5.96768	748	5003	102340	9920.15	7420273	10146	Europe	Italy
ERR2245475	1131780	833318965	200	736.3	350347	804	10477	45.45	126422655	4.92805	372	5003	61847	9070.57	3374252	9297	Europe	Italy
ERR2245476	1181943	853018550	200	721.7	216038	796	10897	45.3	127417562	5.54567	614	5005	93187	8984.23	5516318	8635	Europe	Italy
ERR2245477	1416354	1026577716	200	724.8	168596	802	11318	44.92	143451452	5.10389	519	5002	33624	7777.7	4036627	7614	Europe	Italy
ERR2245478	1728838	1239450313	200	716.9	139982	779	11420	44.26	184807807	6.43016	1289	5006	80349	8930.09	11510887	8875	Europe	Italy
ERR2245479	1091045	822043247	200	753.4	204107	888	10919	45.68	125837660	4.65148	271	5012	48596	8757.36	2373244	8687	Europe	Poland
ERR2245480	875315	684732369	200	782.3	314923	936	11003	46.12	113900924	4.67584	296	5006	99945	9804.67	2902181	9368	Europe	Poland
ERR2245481	1307472	983300705	200	752.1	114767	855	11501	45.05	140959813	5.42828	570	5002	46666	8718.6	4969604	8439	Europe	Poland
ERR2245482	1663292	1294193135	200	778.1	209924	928	13508	45.36	181799233	6.23591	1098	5006	99317	9339.82	10255126	9175	Europe	Poland
ERR2245483	1126640	894702228	200	794.1	132575	969	12367	44.26	134012459	5.84129	811	5006	95808	9552.57	7747135	9555	Europe	Poland
ERR2245484	1155549	841355437	200	728.1	223655	802	10107	46.69	139316737	5.53842	490	5003	56411	8066.23	3952451	7671	Europe	Poland
ERR2245485	918432	700368098	200	762.6	372526	887	10813	45.71	117114520	5.48677	510	5002	96047	9173.33	4678396	9085	Europe	Poland
ERR2245486	1036463	824837570	200	795.8	290561	978	11745	45.93	133719184	5.79709	827	5004	58922	8759.78	7244340	8759	Europe	Poland
ERR2245487	1332854	1033219487	200	775.2	156470	933	11843	45.1	147254500	5.65833	670	5006	80779	9159.94	6137157	9389	Europe	Poland
ERR2245488	1167637	926743972	200	793.7	182670	955	12194	45.01	132260538	5.74166	715	5003	182670	9163.97	6552236	8799	Europe	Poland
ERR2245489	926306	675274564	200	729.0	184222	840	9887	46.11	100722267	4.39217	210	5024	45319	8701.28	1827268	8767	Europe	Poland
ERR2245490	1300506	918942206	200	706.6	166301	780	9921	41.9	114809824	6.99862	2657	5000	59088	9080.72	24127479	9203	Europe	Denmark
ERR2245491	660324	387317136	200	586.6	223097	589	4420	45.01	57061506	3.42873	54	5054	71964	11011.59	594626	11369	Europe	Bulgaria
ERR2245493	367624	223272354	200	607.3	163828	604	4292	47.98	38727897	1.12313	44	5026	40885	11539.66	507745	14928	Europe	Bulgaria
ERR2245494	488286	308506644	200	631.8	298606	634	5606	47.6	50320656	1.927	116	5026	71972	10413.38	1207952	11147	Europe	Bulgaria
ERR248260	600852	650366020	200	1082.4	369726	1774	12735	42.56	190697359	5.68986	615	5009	121041	10980.32	6752895	12247	Asia	South_Korea
ERR2597404	1157366	874879146	200	755.9	182871	892	10633	42.46	116455715	5.64655	1781	5001	182871	9168.65	16329359	9163	Europe	Denmark
ERR2597405	1117188	841594761	200	753.3	209532	894	10344	42.79	112740606	6.63266	1709	5000	209532	9269.51	15841598	9373	Europe	Denmark
ERR2597406	1287307	963194490	200	748.2	176438	889	11235	42.7	129715430	4.97148	2114	5000	96718	9100.85	19239194	9070	Europe	Denmark
ERR2597407	605604	442676223	200	731.0	77165	821	7598	42.44	65090897	4.89077	873	5000	65076	8879.66	7751941	8909	Europe	Denmark
ERR2597408	1041588	772390487	200	741.6	247657	858	10177	42.9	100116859	5.39998	1637	5000	66228	9308.62	15238215	9310	Europe	Denmark
ERR2597409	907587	674389961	200	743.1	185893	858	9456	43.14	85900990	5.84913	1420	5000	77662	9204.59	13070524	9403	Europe	Denmark
ERR2597410	1069311	804186948	200	752.1	186730	872	10639	42.89	107217656	6.13335	1746	5002	123643	9278.87	16200910	9332	Europe	Denmark
ERR2597412	832033	618901046	200	743.8	186738	860	9611	42.58	82804167	5.54919	1322	5001	97441	9298.22	12292247	9404	Europe	Denmark
ERR2597479	3095220	2362971151	200	763.4	264173	932	17469	42.75	431741087	7.50387	5597	5000	264173	9540.11	53396019	9638	Europe	Denmark
ERR2597480	2347893	1784005502	200	759.8	233251	895	15180	42.92	294923671	7.22377	3913	5000	93820	9369.85	36664215	9522	Europe	Denmark
ERR2597482	3897107	3026481725	200	776.6	280889	951	19257	42.47	628895112	7.85864	8034	5000	280889	9819.58	78890506	10088	Europe	Denmark
ERR2597483	2701774	2056554206	200	761.2	259890	886	16127	42.69	363814748	7.35202	4847	5000	151334	9526.22	46173596	9548	Europe	Denmark
ERR2597501	1212803	889592566	200	733.5	290053	829	10175	42.44	113467133	6.9657	2727	5001	161275	9693.1	26433078	9843	Europe	Denmark
ERR2597502	796253	568282648	200	713.7	293251	786	7894	42.15	68765437	6.53133	1598	5002	93557	9226.34	14743697	9216	Europe	Denmark
ERR2597503	1312914	964419593	200	734.6	293219	831	10840	42.09	128048605	7.06417	3212	5002	117853	9679.06	31089134	9855	Europe	Denmark
ERR2597504	1132353	818258646	200	722.6	293394	811	9916	41.82	103653554	6.94164	2842	5000	117854	9374.74	26643022	9560	Europe	Denmark
ERR3097328	78621	71796249	200	913.2	173935	1174	3481	47.29	39029182	2.91507	39	5029	76633	15707.36	612587	18074	Africa	Cameroon
ERR3097329	112392	106511534	200	947.7	209370	1271	4444	47.3	64111842	3.30061	59	5195	88887	15233.8	898794	22861	Africa	Cameroon
ERR3097330	136733	161025661	200	1177.7	300660	1916	6214	46.03	39434362	4.15914	178	5024	100553	15017.51	2673116	21459	Africa	Cameroon
ERR3097331	154624	208684436	200	1349.6	291538	2548	6916	46.09	64890852	4.54743	232	5004	162610	15595.85	3618237	23450	Africa	Cameroon
ERR3097332	160062	160630331	200	1003.6	690261	1429	5840	48.57	42027115	3.96238	134	5024	61147	13274.44	1778775	19065	Africa	Cameroon
ERR3097333	206254	225123175	200	1091.5	715632	1750	7190	48.69	69046570	4.765	226	5031	225342	13142.84	2970282	16615	Africa	Cameroon
ERR3097334	124809	166944082	200	1337.6	257100	2447	6134	45.21	38628601	4.36296	131	5054	102137	13203.66	1729680	15651	Africa	Cameroon
ERR3097335	139283	205485471	200	1475.3	257099	3407	6625	45.06	63539538	4.72515	225	5010	102137	12429.84	2796713	15863	Africa	Cameroon
ERR3097336	195172	193214379	200	990.0	118081	1375	6796	46.47	39736167	4.29556	132	5021	83312	13821.19	1824397	17192	Africa	Cameroon
ERR3097337	251273	270372311	200	1076.0	184594	1645	7867	46.79	64496796	4.91025	200	5000	184594	13946.87	2789374	18477	Africa	Cameroon
ERR3097338	93030	114379925	200	1229.5	257818	2430	4831	46.09	40050902	4.26654	114	5080	57597	15070.22	1718005	20731	Africa	Cameroon
ERR3097339	119938	149388792	200	1245.6	321159	2512	5538	46.51	65115822	4.16906	160	5010	65011	13882.11	2221137	19435	Africa	Cameroon
ERR3097340	176852	179829779	200	1016.8	105268	1552	6546	45.71	41472383	4.40566	125	5011	70034	12761.38	1595173	14976	Africa	Cameroon
ERR3097341	224646	241684116	200	1075.8	133385	1733	7766	45.86	67252387	4.87126	186	5028	80359	13001.01	2418188	19063	Africa	Cameroon
ERR3097342	134356	138602172	200	1031.6	248392	1728	5647	45.26	41333585	3.78668	106	5056	68121	13622.67	1444003	19546	Africa	Cameroon
ERR3097343	178906	186707536	200	1043.6	182595	1784	6737	45.32	67078102	4.25852	177	5012	68386	12978.66	2297223	17774	Africa	Cameroon
ERR3097344	150759	139371163	200	924.5	129223	1283	5274	46.49	35834979	4.3469	161	5012	107908	16881.04	2717848	30135	Africa	Cameroon
ERR3097345	196612	198222937	200	1008.2	186002	1581	6780	46.64	58226722	4.83295	236	5003	168818	16437.31	3879206	29741	Africa	Cameroon
ERR3097346	88922	117331739	200	1319.5	239732	2597	4534	46.7	42780536	3.86851	74	5084	55000	14862.23	1099805	30899	Africa	Cameroon
ERR3097347	102993	149254098	200	1449.2	300387	3707	4805	46.69	69445252	4.20437	115	5014	55000	14004.97	1610571	18619	Africa	Cameroon
ERR3097348	152970	163659985	200	1069.9	353901	1792	6085	46.56	38726635	4.65881	205	5005	100221	11533.36	2364338	13145	Africa	Cameroon
ERR3097349	197647	224112116	200	1133.9	612646	2134	7471	46.67	62901380	5.09113	295	5028	100344	13350.27	3938329	16067	Africa	Cameroon
